Order Date,Year,Month,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity
11/10/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Binders,Presstex Flexible Ring Binders,"4,37",1
11/10/2023,2023,November,Consumer,New York City,New York,East,Technology,Phones,BlackBerry Q10,"1058,32",7
11/11/2023,2023,November,Consumer,New York City,New York,East,Technology,Accessories,Micropad Numeric Keypads,"71,96",3
11/11/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Steel Mobile File Cart,"100,03",1
11/11/2023,2023,November,Corporate,Chicago,Illinois,Central,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,"115,16",4
11/11/2023,2023,November,Corporate,Chicago,Illinois,Central,Furniture,Chairs,Global Chrome Stack Chair,"57,59",2
11/11/2023,2023,November,Consumer,Detroit,Michigan,Central,Technology,Phones,Digium D40 VoIP phone,"309,58",2
11/11/2023,2023,November,Consumer,San Francisco,California,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke","8,35",4
11/11/2023,2023,November,Home Office,Apopka,Florida,South,Office Supplies,Binders,Ibico Standard Transparent Covers,"11,87",2
11/11/2023,2023,November,Home Office,Apopka,Florida,South,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"805,85",3
11/11/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Storage,Staple magnet,"33,77",3
11/11/2023,2023,November,Corporate,New York City,New York,East,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,"43,2",2
11/11/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670","111,53",3
11/11/2023,2023,November,Corporate,New York City,New York,East,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","294,78",3
11/11/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,"66,01",3
11/11/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","42,28",3
11/11/2023,2023,November,Consumer,San Francisco,California,West,Furniture,Furnishings,Magnifier Swing Arm Lamp,"50,35",2
11/11/2023,2023,November,Consumer,San Francisco,California,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,"541,38",3
11/11/2023,2023,November,Consumer,San Francisco,California,West,Office Supplies,Binders,Avery Poly Binder Pockets,"37,8",11
11/11/2023,2023,November,Corporate,Noblesville,Indiana,Central,Furniture,Tables,Balt Solid Wood Round Tables,"3214,73",6
11/11/2023,2023,November,Consumer,Arlington Heights,Illinois,Central,Office Supplies,Art,Newell 332,"16,93",6
11/12/2023,2023,November,Consumer,Mesa,Arizona,West,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,"7,52",5
11/12/2023,2023,November,Consumer,Mesa,Arizona,West,Office Supplies,Binders,Round Ring Binders,"5,24",7
11/12/2023,2023,November,Consumer,Mesa,Arizona,West,Technology,Accessories,Micropad Numeric Keypads,"38,38",2
11/12/2023,2023,November,Corporate,La Porte,Indiana,Central,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","345,02",8
11/12/2023,2023,November,Corporate,La Porte,Indiana,Central,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,"45,22",2
11/12/2023,2023,November,Corporate,La Porte,Indiana,Central,Office Supplies,Paper,Xerox 1896,"23,98",2
11/12/2023,2023,November,Corporate,La Porte,Indiana,Central,Office Supplies,Art,Newell 332,"24,7",7
11/12/2023,2023,November,Corporate,La Porte,Indiana,Central,Office Supplies,Binders,Cardinal Slant-D Ring Binders,"20,86",2
11/12/2023,2023,November,Consumer,Parma,Ohio,East,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","1769,76",7
11/12/2023,2023,November,Consumer,Parma,Ohio,East,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","132,12",2
11/12/2023,2023,November,Consumer,Parma,Ohio,East,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,"20,1",6
11/12/2023,2023,November,Consumer,Parma,Ohio,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1844,49",9
11/12/2023,2023,November,Consumer,Parma,Ohio,East,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,"539,25",2
11/12/2023,2023,November,Home Office,San Diego,California,West,Technology,Phones,Panasonic KX TS3282W Corded phone,"244,77",3
11/12/2023,2023,November,Home Office,San Diego,California,West,Furniture,Tables,Global Adaptabilities Conference Tables,"809,22",3
11/12/2023,2023,November,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","27,3",6
11/13/2023,2023,November,Home Office,Vancouver,Washington,West,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"52,82",2
11/13/2023,2023,November,Consumer,Thomasville,North Carolina,South,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,"62,56",7
11/13/2023,2023,November,Home Office,Auburn,Washington,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy","5,02",1
11/13/2023,2023,November,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,White Computer Printout Paper by Universal,"260,47",7
11/13/2023,2023,November,Home Office,Highland Park,Illinois,Central,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,"3,76",2
11/13/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black","93,06",5
11/13/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Storage,Eldon Simplefile Box Office,"29,86",2
11/13/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","168,9",5
11/13/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Storage,Portable Personal File Box,"43,96",3
11/13/2023,2023,November,Corporate,Oklahoma City,Oklahoma,Central,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow","36,43",4
11/13/2023,2023,November,Home Office,New York City,New York,East,Technology,Phones,Xiaomi Mi3,"2735,95",4
11/13/2023,2023,November,Home Office,New York City,New York,East,Office Supplies,Labels,Avery 499,"17,93",3
11/13/2023,2023,November,Home Office,Seattle,Washington,West,Furniture,Furnishings,DAX Solid Wood Frames,"23,45",2
11/14/2023,2023,November,Consumer,Atlanta,Georgia,South,Technology,Accessories,Logitech diNovo Edge Keyboard,"599,98",2
11/14/2023,2023,November,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),"6,34",1
11/14/2023,2023,November,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""","9,91",2
11/14/2023,2023,November,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 52,"8,86",2
11/14/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Binders,Binder Posts,"2,76",2
11/14/2023,2023,November,Consumer,New York City,New York,East,Furniture,Chairs,Hon GuestStacker Chair,"489,61",2
11/14/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","48,53",3
11/14/2023,2023,November,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Ergonomic Managers Chair,"456,07",3
11/14/2023,2023,November,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,Sharp AL-1530CS Digital Copier,"1439,97",4
11/14/2023,2023,November,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","58,29",3
11/14/2023,2023,November,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 35,"11,81",3
11/14/2023,2023,November,Consumer,Newark,Delaware,East,Office Supplies,Paper,Tops Wirebound Message Log Books,"19,74",5
11/14/2023,2023,November,Consumer,Newark,Delaware,East,Furniture,Furnishings,Stacking Trays by OIC,"23,9",4
11/14/2023,2023,November,Consumer,Baltimore,Maryland,East,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic","107,96",3
11/14/2023,2023,November,Consumer,New York City,New York,East,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors","16,78",2
11/14/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,"28,38",1
11/15/2023,2023,November,Corporate,Los Angeles,California,West,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,"119,27",3
11/15/2023,2023,November,Consumer,Los Angeles,California,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"1220,15",1
11/15/2023,2023,November,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,"45,76",7
11/15/2023,2023,November,Corporate,San Diego,California,West,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,"433,65",2
11/15/2023,2023,November,Corporate,Burlington,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,"756,03",4
11/16/2023,2023,November,Consumer,Carlsbad,New Mexico,West,Office Supplies,Envelopes,Staple envelope,"34,08",5
11/16/2023,2023,November,Consumer,Roseville,California,West,Office Supplies,Binders,Round Ring Binders,"9,98",5
11/17/2023,2023,November,Consumer,Carlsbad,New Mexico,West,Office Supplies,Binders,Avery Non-Stick Binders,"12,93",3
11/17/2023,2023,November,Consumer,The Colony,Texas,Central,Technology,Phones,Apple EarPods with Remote and Mic,"80,61",3
11/17/2023,2023,November,Consumer,The Colony,Texas,Central,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format","18,28",4
11/17/2023,2023,November,Home Office,San Francisco,California,West,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,"59,4",5
11/18/2023,2023,November,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","1341,5",4
11/18/2023,2023,November,Home Office,Pasadena,Texas,Central,Office Supplies,Art,4009 Highlighters by Sanford,"7,64",2
11/18/2023,2023,November,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","58,62",2
11/18/2023,2023,November,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 1881,"23,58",2
11/18/2023,2023,November,Home Office,Pasadena,Texas,Central,Furniture,Chairs,"Global Value Steno Chair, Gray","306,13",6
11/18/2023,2023,November,Corporate,Kent,Ohio,East,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,"124,76",6
11/18/2023,2023,November,Home Office,Los Angeles,California,West,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,"73,43",1
11/18/2023,2023,November,Home Office,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,"81,41",1
11/18/2023,2023,November,Consumer,Taylor,Michigan,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"362,35",2
11/18/2023,2023,November,Corporate,Huntsville,Alabama,South,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"1583,95",4
11/18/2023,2023,November,Consumer,San Diego,California,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,714,5
11/18/2023,2023,November,Consumer,Concord,California,West,Office Supplies,Binders,Recycled Premium Regency Composition Covers,"73,34",5
11/19/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Hanging File Binders,"17,22",3
11/19/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,"77,95",2
11/19/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Storage,Advantus Rolling Storage Box,"82,32",4
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Storage,"Tennsco Lockers, Gray","120,84",6
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","2,79",2
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets","12,94",5
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,Staples,"70,04",12
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","49,16",3
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,"86,35",5
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1905,"12,44",2
11/19/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,"1,43",2
11/19/2023,2023,November,Home Office,Niagara Falls,New York,East,Office Supplies,Art,Newell 340,"20,74",6
11/19/2023,2023,November,Home Office,Niagara Falls,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,"21,25",3
11/19/2023,2023,November,Corporate,Indianapolis,Indiana,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,"65,95",3
11/19/2023,2023,November,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,"22,18",2
11/19/2023,2023,November,Consumer,Long Beach,New York,East,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,"10,49",2
11/19/2023,2023,November,Consumer,Long Beach,New York,East,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","53,7",5
11/19/2023,2023,November,Corporate,Seattle,Washington,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,"38,35",2
11/20/2023,2023,November,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,Avery 519,"17,54",2
11/20/2023,2023,November,Consumer,Edmond,Oklahoma,Central,Technology,Phones,Avaya 5420 Digital phone,"1133,92",7
11/20/2023,2023,November,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,"22,92",7
11/20/2023,2023,November,Home Office,Columbus,Ohio,East,Office Supplies,Labels,Avery 512,"22,2",8
11/20/2023,2023,November,Home Office,Columbus,Ohio,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,"307,18",2
11/20/2023,2023,November,Home Office,Columbus,Ohio,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish","104,36",3
11/20/2023,2023,November,Consumer,Cincinnati,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"18,84",3
11/20/2023,2023,November,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,Acco 3-Hole Punch,"3,15",2
11/20/2023,2023,November,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,"17,31",3
11/20/2023,2023,November,Corporate,Houston,Texas,Central,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","382,12",5
11/20/2023,2023,November,Corporate,Houston,Texas,Central,Technology,Phones,Samsung HM1900 Bluetooth Headset,"147,5",7
11/20/2023,2023,November,Corporate,Houston,Texas,Central,Furniture,Furnishings,Eldon Wave Desk Accessories,"8,48",3
11/20/2023,2023,November,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","10,9",2
11/20/2023,2023,November,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,Xerox 189,"377,46",3
11/20/2023,2023,November,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","5,89",1
11/20/2023,2023,November,Consumer,Houston,Texas,Central,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,"181,43",1
11/20/2023,2023,November,Corporate,Los Angeles,California,West,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","46,8",12
11/20/2023,2023,November,Consumer,Newark,Delaware,East,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","154,08",3
11/20/2023,2023,November,Corporate,Orlando,Florida,South,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,"347,48",2
11/20/2023,2023,November,Corporate,Orlando,Florida,South,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,"47,66",5
11/20/2023,2023,November,Corporate,Orlando,Florida,South,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,"293,72",4
11/20/2023,2023,November,Corporate,Montebello,California,West,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,"33,46",2
11/21/2023,2023,November,Consumer,Gresham,Oregon,West,Furniture,Chairs,Novimex Fabric Task Chair,"234,16",4
11/21/2023,2023,November,Corporate,Des Moines,Iowa,Central,Office Supplies,Paper,Xerox 1987,"48,55",7
11/21/2023,2023,November,Corporate,Des Moines,Iowa,Central,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,"485,93",3
11/21/2023,2023,November,Consumer,Columbus,Ohio,East,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,"36,41",7
11/21/2023,2023,November,Consumer,Columbus,Ohio,East,Furniture,Chairs,"Global Value Steno Chair, Gray","153,06",3
11/21/2023,2023,November,Consumer,Columbus,Ohio,East,Furniture,Furnishings,"Computer Room Manger, 14""","93,54",3
11/21/2023,2023,November,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1910,"46,12",1
11/21/2023,2023,November,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","25,88",2
11/21/2023,2023,November,Consumer,Chicago,Illinois,Central,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,"97,89",3
11/21/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1975,"15,55",2
11/21/2023,2023,November,Home Office,New York City,New York,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty","136,28",2
11/21/2023,2023,November,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 222,"38,88",5
11/22/2023,2023,November,Corporate,New York City,New York,East,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,"47,86",2
11/22/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","14,63",4
11/22/2023,2023,November,Corporate,New York City,New York,East,Office Supplies,Art,BIC Liqua Brite Liner,"24,98",3
11/22/2023,2023,November,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,"59,33",3
11/22/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Impact Binders,"7,46",6
11/22/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Art,Newell 348,"28,34",9
11/22/2023,2023,November,Consumer,Houston,Texas,Central,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,"28,84",2
11/22/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Labels,Avery 494,"2,51",1
11/22/2023,2023,November,Consumer,Houston,Texas,Central,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,"5,39",6
11/22/2023,2023,November,Home Office,New York City,New York,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"161,13",8
11/23/2023,2023,November,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,"18,96",5
11/23/2023,2023,November,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,"17,24",2
11/23/2023,2023,November,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","84,54",7
11/24/2023,2023,November,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Stockwell Gold Paper Clips,"5,3",3
11/24/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","20,66",4
11/24/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 196,"13,87",2
11/24/2023,2023,November,Consumer,New York City,New York,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"106,08",4
11/24/2023,2023,November,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 217,"7,78",1
11/24/2023,2023,November,Home Office,Los Angeles,California,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","40,22",2
11/24/2023,2023,November,Home Office,Los Angeles,California,West,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back","11,93",2
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Office Supplies,Storage,Sterilite Officeware Hinged File Box,"50,3",5
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,"357,09",3
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Colored Push Pins,"5,21",3
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,"113,99",2
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1925,"89,22",3
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2","16,85",3
11/24/2023,2023,November,Consumer,Medford,Oregon,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","29,74",1
11/24/2023,2023,November,Consumer,Dallas,Texas,Central,Technology,Phones,AT&T 1080 Phone,"789,06",6
11/24/2023,2023,November,Corporate,Los Angeles,California,West,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"791,88",2
11/24/2023,2023,November,Corporate,Los Angeles,California,West,Furniture,Chairs,Global Leather Executive Chair,"2021,7",6
11/24/2023,2023,November,Corporate,Los Angeles,California,West,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,"671,9",8
11/24/2023,2023,November,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"1463,95",5
11/24/2023,2023,November,Corporate,Baltimore,Maryland,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","249,31",4
11/24/2023,2023,November,Home Office,Cleveland,Ohio,East,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,"48,9",3
11/24/2023,2023,November,Home Office,Cleveland,Ohio,East,Technology,Accessories,V7 USB Numeric Keypad,"167,95",5
11/24/2023,2023,November,Home Office,Bellevue,Washington,West,Office Supplies,Supplies,"Elite 5"" Scissors","30,42",3
11/24/2023,2023,November,Home Office,Seattle,Washington,West,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,"98,71",3
11/24/2023,2023,November,Home Office,Hialeah,Florida,South,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,"407,9",5
11/24/2023,2023,November,Home Office,Hialeah,Florida,South,Office Supplies,Paper,Tops Wirebound Message Log Books,"12,63",4
11/24/2023,2023,November,Home Office,Hialeah,Florida,South,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,"50,86",2
11/25/2023,2023,November,Home Office,Jacksonville,Florida,South,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","6,1",1
11/25/2023,2023,November,Corporate,Plainfield,New Jersey,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size","676,08",4
11/25/2023,2023,November,Corporate,Plainfield,New Jersey,East,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,"383,9",8
11/25/2023,2023,November,Consumer,Jonesboro,Arkansas,South,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"71,98",2
11/25/2023,2023,November,Corporate,Jackson,Michigan,Central,Furniture,Tables,Chromcraft Round Conference Tables,"1882,33",9
11/25/2023,2023,November,Corporate,Jackson,Michigan,Central,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,"20,76",1
11/25/2023,2023,November,Corporate,Jackson,Michigan,Central,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,192,8
11/25/2023,2023,November,Consumer,Lancaster,Ohio,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"547,91",2
11/25/2023,2023,November,Consumer,Lancaster,Ohio,East,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,"5399,98",5
11/25/2023,2023,November,Consumer,Lancaster,Ohio,East,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,"71,97",3
11/25/2023,2023,November,Consumer,Huntsville,Alabama,South,Office Supplies,Storage,Sterilite Officeware Hinged File Box,"88,03",7
11/25/2023,2023,November,Consumer,Los Angeles,California,West,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton","233,22",3
11/26/2023,2023,November,Corporate,Mobile,Alabama,South,Office Supplies,Paper,Easy-staple paper,"85,18",7
11/26/2023,2023,November,Corporate,Mobile,Alabama,South,Office Supplies,Binders,Surelock Post Binders,"110,02",3
11/26/2023,2023,November,Corporate,Mobile,Alabama,South,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,"40,5",5
11/26/2023,2023,November,Corporate,Mobile,Alabama,South,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3648,8
11/26/2023,2023,November,Corporate,Seattle,Washington,West,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,"8,77",2
11/26/2023,2023,November,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,"593,98",3
11/26/2023,2023,November,Home Office,Miami,Florida,South,Office Supplies,Binders,Zipper Ring Binder Pockets,"4,49",4
11/26/2023,2023,November,Corporate,New York City,New York,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut","375,81",2
11/26/2023,2023,November,Consumer,El Paso,Texas,Central,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,"21,43",4
11/26/2023,2023,November,Home Office,Shelton,Connecticut,East,Technology,Accessories,Micropad Numeric Keypads,"71,96",3
11/26/2023,2023,November,Home Office,Shelton,Connecticut,East,Office Supplies,Paper,Xerox 1959,"16,03",2
11/26/2023,2023,November,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Binding Machine Supplies,"94,51",9
11/26/2023,2023,November,Consumer,Los Angeles,California,West,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4088,8
11/26/2023,2023,November,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 31,"44,6",9
11/26/2023,2023,November,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,"77,95",2
11/26/2023,2023,November,Consumer,Los Angeles,California,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","714,46",6
